"","Loc","Type","Sampletime","Spec","Flower","Det","Sex","Method","Stage","Number","Family","Order","lat","lng","date","Spec_group","occurrenceID"
"472","TW1","crop",1,"Pieris napi","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.952758,4.725003,2023-06-28,"butterflies","DIGITAF_FLANDERS:9553ab59fbe7cb55"
"473","TW1","crop",2,"Melanostoma scalare","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.952758,4.725003,2023-09-05,"syrphids","DIGITAF_FLANDERS:6bccd943b42349ef"
"474","TW1","crtl",1,"Celastrina argiolus","","Jari Vandendriessche","","15' Transect","Ad",1,"Lycaenidae","Lepidoptera",50.952572,4.724937,2023-06-28,"butterflies","DIGITAF_FLANDERS:8b46492b1a8f83ef"
"475","TW1","crtl",1,"Lucilia spec.","","Jari Vandendriessche","","15' Transect","Ad",1,"Calliphoridae","Diptera",50.952572,4.724937,2023-06-28,"flies","DIGITAF_FLANDERS:35b34cf54f6bfd35"
"476","TW1","crtl",1,"Vespa crabro","","Jari Vandendriessche","","15' Transect","Ad",1,"Vespidae","Hymenoptera",50.952572,4.724937,2023-06-28,"wasps","DIGITAF_FLANDERS:9955704bec536a22"
"477","TW1","crtl",2,"Diptera indet.","",NA,"","15' Transect","Ad",1,NA,"Diptera",50.952572,4.724937,2023-09-05,"flies","DIGITAF_FLANDERS:a7338309bca920cd"
"478","TW1","crtl",2,"Helophilus pendulus","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.952572,4.724937,2023-09-05,"syrphids","DIGITAF_FLANDERS:5beba13bc5903c7d"
"479","TW1","crtl",2,"Pieris napi","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.952572,4.724937,2023-09-05,"butterflies","DIGITAF_FLANDERS:a0946a4c8120df95"
"480","TW1","crtl",2,"Rivula sericealis","","Jari Vandendriessche","","15' Transect","Ad",2,"Erebidae","Lepidoptera",50.952572,4.724937,2023-09-05,"butterflies","DIGITAF_FLANDERS:18bc1755220445fe"
"481","TW1","crtl",2,"Stomoxys calcitrans","","Jari Vandendriessche","","15' Transect","Ad",1,"Muscidae","Diptera",50.952572,4.724937,2023-09-05,"flies","DIGITAF_FLANDERS:66c97cbd4dd7f778"
"482","TW1","crtl",2,"Pieris brassicae","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.952572,4.724937,2023-09-05,"butterflies","DIGITAF_FLANDERS:b17b93050e7e3182"
"483","TW1","tree",1,"Apis mellifera","Rubus","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.953194,4.724807,2023-06-28,"bees","DIGITAF_FLANDERS:dfe5d5175d7aaafa"
"484","TW1","tree",1,"Bombus pratorum","Rubus","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.953194,4.724807,2023-06-28,"bees","DIGITAF_FLANDERS:e788ff6806b91450"
"485","TW1","tree",1,"Cheilosia pagana","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.953194,4.724807,2023-06-28,"syrphids","DIGITAF_FLANDERS:0a4d7ac4c2dd3352"
"486","TW1","tree",1,"Dioctria rufipes","","Jari Vandendriessche","","15' Transect","Ad",1,"Asilidae","Diptera",50.953194,4.724807,2023-06-28,"flies","DIGITAF_FLANDERS:1f3f544f2f5c4221"
"487","TW1","tree",1,"Episyrphus balteatus","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",2,"Syrphidae","Diptera",50.953194,4.724807,2023-06-28,"syrphids","DIGITAF_FLANDERS:70fa0a3ec4bcc8b6"
"488","TW1","tree",1,"Neoascia podagrica","Rubus","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.953194,4.724807,2023-06-28,"syrphids","DIGITAF_FLANDERS:b64b06ef874cbba0"
"489","TW1","tree",1,"Pseudovadonia livida","Rubus","Jari Vandendriessche","","15' Transect","Ad",1,"Cerambycidae","Coleoptera",50.953194,4.724807,2023-06-28,"beetles","DIGITAF_FLANDERS:b6cb798db69363e8"
"490","TW1","tree",1,"Pieris napi","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.953194,4.724807,2023-06-28,"butterflies","DIGITAF_FLANDERS:02e3bc54f4a6bcfa"
"491","TW1","tree",1,"Vespa crabro","Rubus","Jari Vandendriessche","","15' Transect","Ad",1,"Vespidae","Hymenoptera",50.953194,4.724807,2023-06-28,"wasps","DIGITAF_FLANDERS:33306e7acff82b89"
"492","TW1","tree",2,"Polygonia c-album","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.953194,4.724807,2023-09-05,"butterflies","DIGITAF_FLANDERS:d3bac67c5c5e59c1"
"493","TW1","tree",2,"Pararge aegeria","","Jari Vandendriessche","","15' Transect","Ad",3,"Nymphalidae","Lepidoptera",50.953194,4.724807,2023-09-05,"butterflies","DIGITAF_FLANDERS:38aa9c389e4b4d8b"
"494","TW1","tree",2,"Sargus bipunctatus","","Jari Vandendriessche","","15' Transect","Ad",1,"Stratiomyidae","Diptera",50.953194,4.724807,2023-09-05,"flies","DIGITAF_FLANDERS:1b8b24b5703888d2"
"495","TW1","tree",2,"Pieris rapae","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.953194,4.724807,2023-09-05,"butterflies","DIGITAF_FLANDERS:8e53141fbd0d1862"
"496","TW2","crtl",1,"Apis mellifera","Rubus","Jari Vandendriessche","","15' Transect","Ad",9,"Apidae","Hymenoptera",50.93,4.91899,2023-06-28,"bees","DIGITAF_FLANDERS:901d8af1dccac5dc"
"497","TW2","crtl",1,"Bombus pascuorum","Rubus","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.93,4.91899,2023-06-28,"bees","DIGITAF_FLANDERS:87f01862d22ad0d9"
"498","TW2","crtl",1,"Bombus terrestris/lucorum/magnus/cryptarum","Rubus","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.93,4.91899,2023-06-28,"bees","DIGITAF_FLANDERS:f5db5e21006d4625"
"499","TW2","crtl",1,"Episyrphus balteatus","Brassica,Rubus,Geranium","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",9,"Syrphidae","Diptera",50.93,4.91899,2023-06-28,"syrphids","DIGITAF_FLANDERS:1ff15d4852c9540f"
"500","TW2","crtl",1,"Pieris napi","","Jari Vandendriessche","","15' Transect","Ad",2,"Pieridae","Lepidoptera",50.93,4.91899,2023-06-28,"butterflies","DIGITAF_FLANDERS:e560c4022ef5e812"
"501","TW2","crtl",1,"Ochlodes sylvanus","","Jari Vandendriessche","","15' Transect","Ad",1,"Hesperiidae","Lepidoptera",50.93,4.91899,2023-06-28,"butterflies","DIGITAF_FLANDERS:708aaae50af28d41"
"502","TW2","crtl",1,"Pieris brassicae","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.93,4.91899,2023-06-28,"butterflies","DIGITAF_FLANDERS:7cf31b81d2be9df7"
"503","TW2","crtl",1,"Sarcophaga spec.","","Jari Vandendriessche","","15' Transect","Ad",1,"Sarcophagidae","Diptera",50.93,4.91899,2023-06-28,"flies","DIGITAF_FLANDERS:625c39a2fcac88ce"
"504","TW2","crtl",2,"Calliphora spec.","","Jari Vandendriessche","","15' Transect","Ad",1,"Calliphoridae","Diptera",50.93,4.91899,2023-09-05,"flies","DIGITAF_FLANDERS:4dcb43d462f06e4b"
"505","TW2","crtl",2,"Pararge aegeria","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.93,4.91899,2023-09-05,"butterflies","DIGITAF_FLANDERS:7877b568dc7d6dcb"
"506","TW2","crtl",2,"Nematus tibialis","","Jari Vandendriessche","","15' Transect","Ad",1,"Tenthredinidae","Hymenoptera",50.93,4.91899,2023-09-05,"wasps","DIGITAF_FLANDERS:14a63e5b03902c7b"
"507","TW2","crtl",2,"Pieris napi","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.93,4.91899,2023-09-05,"butterflies","DIGITAF_FLANDERS:68ce90dd2df48ccc"
"508","TW2","crtl",2,"Pieris rapae","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.93,4.91899,2023-09-05,"butterflies","DIGITAF_FLANDERS:d8cef64256581ab5"
"509","TW2","crtl",2,"Sarcophaga spec.","","Jari Vandendriessche","","15' Transect","Ad",1,"Sarcophagidae","Diptera",50.93,4.91899,2023-09-05,"flies","DIGITAF_FLANDERS:b34c627858b3a360"
"510","TW2","crtl",2,"Vanessa atalanta","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.93,4.91899,2023-09-05,"butterflies","DIGITAF_FLANDERS:da51f6858b461c3f"
"511","TW2","tree",1,"Autographa gamma","","Jari Vandendriessche","","15' Transect","Ad",1,"Noctuidae","Lepidoptera",50.929592,4.919866,2023-06-28,"butterflies","DIGITAF_FLANDERS:259cf743448266d0"
"512","TW2","tree",1,"Episyrphus balteatus","Rubus","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",8,"Syrphidae","Diptera",50.929592,4.919866,2023-06-28,"syrphids","DIGITAF_FLANDERS:8a7658414c87dcf4"
"513","TW2","tree",1,"Pieris brassicae","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.929592,4.919866,2023-06-28,"butterflies","DIGITAF_FLANDERS:af2659f6a4e5ee63"
"514","TW2","tree",1,"Pieris napi","","Jari Vandendriessche","","15' Transect","Ad",2,"Pieridae","Lepidoptera",50.929592,4.919866,2023-06-28,"butterflies","DIGITAF_FLANDERS:639911cb7d20a2f3"
"515","TW2","tree",1,"Bombus pascuorum","Rubus","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.929592,4.919866,2023-06-28,"bees","DIGITAF_FLANDERS:95673d19cf9950e6"
"516","TW2","tree",1,"Panurgus calcaratus","Brassica","Jari Vandendriessche","","15' Transect","Ad",1,"Andrenidae","Hymenoptera",50.929592,4.919866,2023-06-28,"bees","DIGITAF_FLANDERS:6c6e8757afa6997b"
"517","TW2","tree",1,"lasioglossum pauxillum","","Jens D'Haeseleer","F","15' Transect","Ad",1,"Halictidae","Hymenoptera",50.929592,4.919866,2023-06-28,"bees","DIGITAF_FLANDERS:696d468147b4d377"
"518","TW2","tree",2,"Apis mellifera","Hedera","Jari Vandendriessche","","15' Transect","Ad",7,"Apidae","Hymenoptera",50.929592,4.919866,2023-09-05,"bees","DIGITAF_FLANDERS:92a18103ddbdf4fc"
"519","TW2","tree",2,"Forficula auricularia","Hedera","Jari Vandendriessche","","15' Transect","Ad",1,"Forficulidae","Dermaptera",50.929592,4.919866,2023-09-05,"other","DIGITAF_FLANDERS:b34f633ec1d95de9"
"520","TW2","tree",2,"Melanostoma scalare","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.929592,4.919866,2023-09-05,"syrphids","DIGITAF_FLANDERS:9c48728331ee51ae"
"521","TW2","tree",2,"Vanessa atalanta","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",50.929592,4.919866,2023-09-05,"butterflies","DIGITAF_FLANDERS:f0e56abdec5c129f"
"522","TW2","tree",2,"Eristalis tenax","Hedera","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",9,"Syrphidae","Diptera",50.929592,4.919866,2023-09-05,"syrphids","DIGITAF_FLANDERS:38b37e2c91a431dc"
"523","TW2","tree",2,"Pieris rapae","","Jari Vandendriessche","","15' Transect","Ad",4,"Pieridae","Lepidoptera",50.929592,4.919866,2023-09-05,"butterflies","DIGITAF_FLANDERS:b19586fbc07c9e24"
"524","TW3","crtl",1,"Autographa gamma","","Jari Vandendriessche","","15' Transect","Ad",2,"Noctuidae","Lepidoptera",50.927067,4.925451,2023-06-28,"butterflies","DIGITAF_FLANDERS:400916558f629f10"
"525","TW3","crtl",1,"Chelostoma rapunculi","Campanula","Jens D'Haeseleer","M","15' Transect","Ad",1,"Megachilidae","Hymenoptera",50.927067,4.925451,2023-06-28,"bees","DIGITAF_FLANDERS:8e2f5cd1dc55becb"
"526","TW3","crtl",1,"Scaeva pyrastri","Convolvulus","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",2,"Syrphidae","Diptera",50.927067,4.925451,2023-06-28,"syrphids","DIGITAF_FLANDERS:b7faa4ddbf571995"
"527","TW3","crtl",1,"Pieris brassicae","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.927067,4.925451,2023-06-28,"butterflies","DIGITAF_FLANDERS:a1584cd55df8e3e3"
"528","TW3","crtl",1,"Eupeodes corollae","Convolvulus","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.927067,4.925451,2023-06-28,"syrphids","DIGITAF_FLANDERS:b92b8009834c41c9"
"529","TW3","crtl",1,"Lasioglossum malachurum","Convolvulus","Jens D'Haeseleer","","15' Transect","Ad",2,"Halictidae","Hymenoptera",50.927067,4.925451,2023-06-28,"bees","DIGITAF_FLANDERS:6b953e64586da5c3"
"530","TW3","crtl",1,"Sphaerophoria scripta","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",2,"Syrphidae","Diptera",50.927067,4.925451,2023-06-28,"syrphids","DIGITAF_FLANDERS:25c14984a12aa414"
"531","TW3","crtl",1,"Sphaerophoria scripta","Convolvulus","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",2,"Syrphidae","Diptera",50.927067,4.925451,2023-06-28,"syrphids","DIGITAF_FLANDERS:772b0597eed3c258"
"532","TW3","crtl",1,"Rhagonycha fulva","Achillea","Jari Vandendriessche","","15' Transect","Ad",2,"Cantharidae","Coleoptera",50.927067,4.925451,2023-06-28,"beetles","DIGITAF_FLANDERS:112a698f41226b6f"
"533","TW3","crtl",2,"Chrysoteuchia spec.","","Jari Vandendriessche","","15' Transect","Ad",1,"Crambidae","Lepidoptera",50.927067,4.925451,2023-09-05,"butterflies","DIGITAF_FLANDERS:b752cdcf0e5e3816"
"534","TW3","crtl",2,"Melanostoma mellinum","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.927067,4.925451,2023-09-05,"syrphids","DIGITAF_FLANDERS:d6bd57a57f1c3a31"
"535","TW3","crtl",2,"Dyspetes arrogator","","Augustijn De Ketelaere","M","15' Transect","Ad",1,"Ichneumonidae","Hymenoptera",50.927067,4.925451,2023-09-05,"wasps","DIGITAF_FLANDERS:595866a0ab90dca0"
"536","TW3","crtl",2,"Pieris rapae","","Jari Vandendriessche","","15' Transect","Ad",5,"Pieridae","Lepidoptera",50.927067,4.925451,2023-09-05,"butterflies","DIGITAF_FLANDERS:87fca9e6abd806be"
"537","TW3","tree",1,"Bombus pascuorum","Rubus","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",50.926302,4.92707,2023-06-28,"bees","DIGITAF_FLANDERS:d28b36fead19da28"
"538","TW3","tree",1,"Pieris brassicae","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.926302,4.92707,2023-06-28,"butterflies","DIGITAF_FLANDERS:4e62cb79d3b2954f"
"539","TW3","tree",1,"Pieris napi","","Jari Vandendriessche","","15' Transect","Ad",2,"Pieridae","Lepidoptera",50.926302,4.92707,2023-06-28,"butterflies","DIGITAF_FLANDERS:7a09d4fcf901997f"
"540","TW3","tree",1,"Ochlodes sylvanus","","Jari Vandendriessche","","15' Transect","Ad",2,"Hesperiidae","Lepidoptera",50.926302,4.92707,2023-06-28,"butterflies","DIGITAF_FLANDERS:884654aa24c35586"
"541","TW3","tree",1,"Paracorymbia fulva","Aethusa","Jari Vandendriessche","","15' Transect","Ad",1,"Cerambycidae","Coleoptera",50.926302,4.92707,2023-06-28,"beetles","DIGITAF_FLANDERS:f575711a1e35677a"
"542","TW3","tree",1,"Rhagonycha fulva","Aethusa","Jari Vandendriessche","","15' Transect","Ad",1,"Cantharidae","Coleoptera",50.926302,4.92707,2023-06-28,"beetles","DIGITAF_FLANDERS:1f22581af297e8a7"
"543","TW3","tree",1,"Stenodema laevigata","","Jari Vandendriessche","","15' Transect","Ad",1,"Miridae","Hemiptera",50.926302,4.92707,2023-06-28,"other","DIGITAF_FLANDERS:8d9a26a799f49aae"
"544","TW3","tree",1,"Zophomyia temula","Aethusa","Jari Vandendriessche","","15' Transect","Ad",1,"Tachinidae","Diptera",50.926302,4.92707,2023-06-28,"flies","DIGITAF_FLANDERS:bc3d68d76e4c7d56"
"545","TW3","tree",2,"Pieris napi","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",50.926302,4.92707,2023-09-05,"butterflies","DIGITAF_FLANDERS:5896c59899228680"
"546","TW3","tree",2,"Pieris rapae","","Jari Vandendriessche","","15' Transect","Ad",3,"Pieridae","Lepidoptera",50.926302,4.92707,2023-09-05,"butterflies","DIGITAF_FLANDERS:3d82663d3ab57952"
"547","TW3","tree",2,"Melanostoma mellinum","Hedera","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",50.926302,4.92707,2023-09-05,"syrphids","DIGITAF_FLANDERS:77f1bd9dfbc91db5"
"548","TW3","tree",2,"Timandra comae","","Jari Vandendriessche","","15' Transect","Ad",1,"Geometridae","Lepidoptera",50.926302,4.92707,2023-09-05,"butterflies","DIGITAF_FLANDERS:7ea8c098d5f75996"
"549","TW3","tree",2,"Vanessa atalanta","","Jari Vandendriessche","","15' Transect","Ad",2,"Nymphalidae","Lepidoptera",50.926302,4.92707,2023-09-05,"butterflies","DIGITAF_FLANDERS:a95c58b9aba52df5"
"550","TW3","tree",2,"Limnephilus spec.","","Jari Vandendriessche","","15' Transect","Ad",1,"Limnephilidae","Trichoptera",50.926302,4.92707,2023-09-05,"other","DIGITAF_FLANDERS:e60a529947301598"
"551","Zo","crop",1,"Scathophaga stercoraria","","Jari Vandendriessche","","15' Transect","Ad",7,"Scathophagidae","Diptera",51.106331,3.55805,2023-05-19,"flies","DIGITAF_FLANDERS:d169a9977c922733"
"552","Zo","crop",2,"Calliphora vicina","","Jari Vandendriessche","","15' Transect","Ad",1,"Calliphoridae","Diptera",51.106331,3.55805,2023-09-11,"flies","DIGITAF_FLANDERS:9c4a1456bc53d1eb"
"553","Zo","crop",2,"Pieris rapae","","Jari Vandendriessche","","15' Transect","Ad",2,"Pieridae","Lepidoptera",51.106331,3.55805,2023-09-11,"butterflies","DIGITAF_FLANDERS:59d28ea3ad45b0c8"
"554","Zo","crtl",1,"Scathophaga stercoraria","","Jari Vandendriessche","","15' Transect","Ad",2,"Scathophagidae","Diptera",51.106567,3.557371,2023-05-19,"flies","DIGITAF_FLANDERS:d3c263e76934e247"
"555","Zo","crtl",2,"Bellardia spec.","Cirsium","Jari Vandendriessche","","15' Transect","Ad",1,"Calliphoridae","Diptera",51.106567,3.557371,2023-09-11,"flies","DIGITAF_FLANDERS:a92bbad9bbd55dc4"
"556","Zo","crtl",2,"Coenosia spec.","","Jari Vandendriessche","","15' Transect","Ad",1,"Muscidae","Diptera",51.106567,3.557371,2023-09-11,"flies","DIGITAF_FLANDERS:03502140ecb70878"
"557","Zo","crtl",2,"Eristalis tenax","Lamium","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",51.106567,3.557371,2023-09-11,"syrphids","DIGITAF_FLANDERS:d5904ff3bbbe30b1"
"558","Zo","crtl",2,"Pieris rapae","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",51.106567,3.557371,2023-09-11,"butterflies","DIGITAF_FLANDERS:82ad20f7205387fd"
"559","Zo","crtl",2,"Platycheirus angustatus","Cirsium","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",51.106567,3.557371,2023-09-11,"syrphids","DIGITAF_FLANDERS:2d96049833826185"
"560","Zo","crtl",2,"Sarcophaga spec.","Lamium","Jari Vandendriessche","","15' Transect","Ad",1,"Sarcophagidae","Diptera",51.106567,3.557371,2023-09-11,"flies","DIGITAF_FLANDERS:e65dde49f3f43ac3"
"561","Zo","crtl",2,"Tolmerus atricapillus","","Jari Vandendriessche","","15' Transect","Ad",1,"Asilidae","Diptera",51.106567,3.557371,2023-09-11,"flies","DIGITAF_FLANDERS:ea5163993c0c989e"
"562","Zo","crtl",2,"Vespula germanica","Achillea","Jari Vandendriessche","","15' Transect","Ad",1,"Vespidae","Hymenoptera",51.106567,3.557371,2023-09-11,"wasps","DIGITAF_FLANDERS:691e77a5da1116a8"
"563","Zo","tree",1,"Myathropa florea","Anthriscus","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",51.105865,3.556603,2023-05-19,"syrphids","DIGITAF_FLANDERS:3e27875eda241afd"
"564","Zo","tree",1,"Scathophaga stercoraria","Anthriscus","Jari Vandendriessche","","15' Transect","Ad",2,"Scathophagidae","Diptera",51.105865,3.556603,2023-05-19,"flies","DIGITAF_FLANDERS:7549c0990cd75998"
"565","Zo","tree",1,"Episyrphus balteatus","Vicia","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",51.105865,3.556603,2023-05-19,"syrphids","DIGITAF_FLANDERS:637fddf8bb28b5ca"
"566","Zo","tree",1,"Rhingia campestris","Anthriscus","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",51.105865,3.556603,2023-05-19,"syrphids","DIGITAF_FLANDERS:f8cb4990e8981de1"
"567","Zo","tree",1,"Diptera indet.","Anthriscus",NA,"","15' Transect","Ad",5,NA,"Diptera",51.105865,3.556603,2023-05-19,"flies","DIGITAF_FLANDERS:75ac67887b5da1c9"
"568","Zo","tree",2,"Aglais io","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",51.105865,3.556603,2023-09-11,"butterflies","DIGITAF_FLANDERS:f068eef7001da848"
"569","Zo","tree",2,"Bombus pascuorum","","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",51.105865,3.556603,2023-09-11,"bees","DIGITAF_FLANDERS:cd98ab611faa1cd4"
"570","Zo","tree",2,"Calliphora spec.","","Jari Vandendriessche","","15' Transect","Ad",1,"Calliphoridae","Diptera",51.105865,3.556603,2023-09-11,"flies","DIGITAF_FLANDERS:13044af672d7bf7d"
"571","Zo","tree",2,"Colletes cunicularius","","Jari Vandendriessche","","15' Transect","Ad",1,"Colletidae","Hymenoptera",51.105865,3.556603,2023-09-11,"bees","DIGITAF_FLANDERS:0f0d7184f33d2be6"
"572","Zo","tree",2,"Colletes daviesanus","","Jens D'Haeseleer","F","15' Transect","Ad",1,"Colletidae","Hymenoptera",51.105865,3.556603,2023-09-11,"bees","DIGITAF_FLANDERS:ab9f46060236f0e0"
"573","Zo","tree",2,"Ichneumon spec.","","Augustijn De Ketelaere","M","15' Transect","Ad",1,"Ichneumonidae","Hymenoptera",51.105865,3.556603,2023-09-11,"wasps","DIGITAF_FLANDERS:f79ed8b21fa82172"
"574","Zo","tree",2,"Vespa crabro","","Jari Vandendriessche","","15' Transect","Ad",4,"Vespidae","Hymenoptera",51.105865,3.556603,2023-09-11,"wasps","DIGITAF_FLANDERS:0b0260823ed36286"
"575","Zo","tree",2,"Episyrphus balteatus","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",2,"Syrphidae","Diptera",51.105865,3.556603,2023-09-11,"syrphids","DIGITAF_FLANDERS:6e7e9ae7c8a83ee1"
"576","Zo","tree",2,"Eristalis tenax","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",51.105865,3.556603,2023-09-11,"syrphids","DIGITAF_FLANDERS:98f896aebf335396"
"577","Zo","tree",2,"Myathropa florea","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",1,"Syrphidae","Diptera",51.105865,3.556603,2023-09-11,"syrphids","DIGITAF_FLANDERS:d210faf4bb0da613"
"578","Zo","tree",2,"Ichneumon xanthorius","","Jari Vandendriessche","","15' Transect","Ad",1,"Ichneumonidae","Hymenoptera",51.105865,3.556603,2023-09-11,"wasps","DIGITAF_FLANDERS:b8b5934778c41c17"
"579","Zo","tree",2,"Mesembrina meridiana","","Jari Vandendriessche","","15' Transect","Ad",1,"Muscidae","Diptera",51.105865,3.556603,2023-09-11,"flies","DIGITAF_FLANDERS:c73a1c7d7681c0b5"
"580","Zo","tree",2,"Vespula germanica","","Jari Vandendriessche","","15' Transect","Ad",5,"Vespidae","Hymenoptera",51.105865,3.556603,2023-09-11,"wasps","DIGITAF_FLANDERS:61952123c0f2ec4c"
"581","Zo","tree",2,"Rhingia campestris","","Jari Vandendriessche & Astrid Van den Bossche","","15' Transect","Ad",2,"Syrphidae","Diptera",51.105865,3.556603,2023-09-11,"syrphids","DIGITAF_FLANDERS:6def961f27c50df7"
"582","Zo","tree",2,"Pararge aegeria","","Jari Vandendriessche","","15' Transect","Ad",3,"Nymphalidae","Lepidoptera",51.105865,3.556603,2023-09-11,"butterflies","DIGITAF_FLANDERS:5beff51f8ba0e87a"
"583","Zo","tree",2,"Pieris rapae","","Jari Vandendriessche","","15' Transect","Ad",1,"Pieridae","Lepidoptera",51.105865,3.556603,2023-09-11,"butterflies","DIGITAF_FLANDERS:ba54081fe26ea2bc"
"584","Zo","tree",2,"Vespula vulgaris","","Jari Vandendriessche","","15' Transect","Ad",1,"Vespidae","Hymenoptera",51.105865,3.556603,2023-09-11,"wasps","DIGITAF_FLANDERS:e042be4239953115"
"585","Zo1","crtl",1,"Aglais io","","Jari Vandendriessche","","15' Transect","Ad",1,"Nymphalidae","Lepidoptera",51.107437,3.567569,2023-05-18,"butterflies","DIGITAF_FLANDERS:8291a61aa9a2a628"
"586","Zo1","crtl",1,"Bombus lapidarius","Ranunculus","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",51.107437,3.567569,2023-05-18,"bees","DIGITAF_FLANDERS:e6e5c4b14e839d7c"
"587","Zo1","crtl",1,"Andrena humilis","Brassica","Jens D'Haeseleer","F","15' Transect","Ad",1,"Andrenidae","Hymenoptera",51.107437,3.567569,2023-05-18,"bees","DIGITAF_FLANDERS:a205960b94d89bf4"
"588","Zo1","crtl",1,"Tenthredo koehleri","Ranunculus","Augustijn De Ketelaere","F","15' Transect","Ad",1,"Tenthredinidae","Hymenoptera",51.107437,3.567569,2023-05-18,"wasps","DIGITAF_FLANDERS:5437f8a2d2eced91"
"589","Zo1","crtl",1,"Bombus lapidarius","Brassica","Jari Vandendriessche","","15' Transect","Ad",1,"Apidae","Hymenoptera",51.107437,3.567569,2023-05-18,"bees","DIGITAF_FLANDERS:b80b3c7c128a7736"
"590","Zo1","crtl",1,"Euclidia glyphica","Geranium","Jari Vandendriessche","","15' Transect","Ad",1,"Erebidae","Lepidoptera",51.107437,3.567569,2023-05-18,"butterflies","DIGITAF_FLANDERS:cabfa75743d583c6"
"591","Zo1","crtl",1,"Lasioglossum malachurum","Ranunculus","Jens D'Haeseleer","F","15' Transect","Ad",1,"Halictidae","Hymenoptera",51.107437,3.567569,2023-05-18,"bees","DIGITAF_FLANDERS:47ab3ddb1157d0d9"
